section_id,constitution_id,year_th,topic,theme,theme_score
const_2492_s_157,const_2492,2492,29,สถาบันพระมหากษัตริย์,1.0
const_2492_s_158,const_2492,2492,27,สถาบันพระมหากษัตริย์,0.5555555555555556
const_2492_s_158,const_2492,2492,27,ตรวจสอบอำนาจรัฐ/ต้านทุจริต,0.4444444444444445
const_2492_s_159,const_2492,2492,1,ตรวจสอบอำนาจรัฐ/ต้านทุจริต,1.0
const_2492_s_160,const_2492,2492,45,บริหาร,1.0
const_2492_s_161,const_2492,2492,-1,สถาบันพระมหากษัตริย์,0.5
const_2492_s_161,const_2492,2492,-1,ตุลาการ,0.5
const_2492_s_162,const_2492,2492,64,ตุลาการ,1.0
const_2492_s_163,const_2492,2492,25,ตุลาการ,1.0
const_2492_s_164,const_2492,2492,25,ตุลาการ,1.0
const_2492_s_165,const_2492,2492,37,อื่น ๆ (emergent),1.0
const_2492_s_166,const_2492,2492,-1,สถาบันพระมหากษัตริย์,0.5555555555555556
const_2492_s_166,const_2492,2492,-1,ตรวจสอบอำนาจรัฐ/ต้านทุจริต,0.4444444444444445
const_2492_s_167,const_2492,2492,9,อื่น ๆ (emergent),1.0
const_2492_s_168,const_2492,2492,9,นิติบัญญัติ,1.0
const_2492_s_169,const_2492,2492,13,อื่น ๆ (emergent),1.0
const_2492_s_170,const_2492,2492,33,นิติบัญญัติ,0.5555555555555556
const_2492_s_170,const_2492,2492,33,พรรคการเมืองและการเลือกตั้ง,0.4444444444444445
const_2492_s_171,const_2492,2492,7,นิติบัญญัติ,0.5555555555555556
const_2492_s_171,const_2492,2492,7,พรรคการเมืองและการเลือกตั้ง,0.4444444444444445
const_2492_s_172,const_2492,2492,2,นิติบัญญัติ,0.5555555555555556
const_2492_s_172,const_2492,2492,2,พรรคการเมืองและการเลือกตั้ง,0.4444444444444445
const_2492_s_173,const_2492,2492,44,นิติบัญญัติ,0.6666666666666666
const_2492_s_173,const_2492,2492,44,บริหาร,0.3333333333333333
const_2492_s_174,const_2492,2492,74,สถาบันพระมหากษัตริย์,0.6666666666666666
const_2492_s_174,const_2492,2492,74,การมีส่วนร่วมทางการเมือง,0.3333333333333333
const_2492_s_175,const_2492,2492,46,สถาบันพระมหากษัตริย์,0.5
const_2492_s_175,const_2492,2492,46,การมีส่วนร่วมทางการเมือง,0.5
const_2492_s_176,const_2492,2492,23,สิทธิ-เสรีภาพ-หน้าที่,0.3076923076923077
const_2492_s_176,const_2492,2492,23,การมีส่วนร่วมทางการเมือง,0.3846153846153846
const_2492_s_176,const_2492,2492,23,พรรคการเมืองและการเลือกตั้ง,0.3076923076923077
const_2492_s_177,const_2492,2492,11,นิติบัญญัติ,1.0
const_2492_s_178,const_2492,2492,-1,อื่น ๆ (emergent),1.0
const_2492_s_179,const_2492,2492,87,ตุลาการ,1.0
const_2492_s_180,const_2492,2492,8,อื่น ๆ (emergent),1.0
const_2492_s_181,const_2492,2492,77,นิติบัญญัติ,1.0
const_2492_s_182,const_2492,2492,33,พรรคการเมืองและการเลือกตั้ง,1.0
const_2492_s_183,const_2492,2492,5,นิติบัญญัติ,1.0
const_2492_s_184,const_2492,2492,33,พรรคการเมืองและการเลือกตั้ง,1.0
const_2492_s_185,const_2492,2492,5,พรรคการเมืองและการเลือกตั้ง,1.0
const_2492_s_186,const_2492,2492,77,นิติบัญญัติ,0.2631578947368421
const_2492_s_186,const_2492,2492,77,บริหาร,0.5263157894736842
const_2492_s_186,const_2492,2492,77,พรรคการเมืองและการเลือกตั้ง,0.2105263157894737
const_2492_s_187,const_2492,2492,-1,บริหาร,1.0
const_2492_s_188,const_2492,2492,33,นิติบัญญัติ,1.0
const_2495_s_1,const_2495,2495,62,อื่น ๆ (emergent),1.0
const_2495_s_2,const_2495,2495,66,สถาบันพระมหากษัตริย์,0.4411764705882353
const_2495_s_2,const_2495,2495,66,นิติบัญญัติ,0.14705882352941177
const_2495_s_2,const_2495,2495,66,บริหาร,0.29411764705882354
const_2495_s_2,const_2495,2495,66,ตรวจสอบอำนาจรัฐ/ต้านทุจริต,0.11764705882352942
const_2495_s_3,const_2495,2495,12,สถาบันพระมหากษัตริย์,0.2542372881355932
const_2495_s_3,const_2495,2495,12,สิทธิ-เสรีภาพ-หน้าที่,0.4067796610169491
const_2495_s_3,const_2495,2495,12,แนวนโยบายแห่งรัฐ,0.3389830508474576
const_2495_s_4,const_2495,2495,97,แนวนโยบายแห่งรัฐ,1.0
const_2495_s_38,const_2495,2495,18,แนวนโยบายแห่งรัฐ,1.0
const_2495_s_39,const_2495,2495,41,แนวนโยบายแห่งรัฐ,1.0
const_2495_s_40,const_2495,2495,41,แนวนโยบายแห่งรัฐ,1.0
const_2495_s_41,const_2495,2495,-1,อื่น ๆ (emergent),1.0
const_2495_s_42,const_2495,2495,59,แนวนโยบายแห่งรัฐ,1.0
const_2495_s_43,const_2495,2495,15,แนวนโยบายแห่งรัฐ,1.0
const_2495_s_44,const_2495,2495,-1,สิทธิ-เสรีภาพ-หน้าที่,0.25531914893617025
const_2495_s_44,const_2495,2495,-1,แนวนโยบายแห่งรัฐ,0.425531914893617
const_2495_s_44,const_2495,2495,-1,บริหาร,0.3191489361702128
const_2495_s_5,const_2495,2495,97,อื่น ๆ (emergent),1.0
const_2495_s_34,const_2495,2495,66,สถาบันพระมหากษัตริย์,0.15151515151515152
const_2495_s_34,const_2495,2495,66,สิทธิ-เสรีภาพ-หน้าที่,0.12121212121212123
const_2495_s_34,const_2495,2495,66,นิติบัญญัติ,0.15151515151515152
const_2495_s_34,const_2495,2495,66,บริหาร,0.30303030303030304
const_2495_s_34,const_2495,2495,66,ตุลาการ,0.15151515151515152
const_2495_s_34,const_2495,2495,66,พรรคการเมืองและการเลือกตั้ง,0.12121212121212123
const_2495_s_6,const_2495,2495,66,สถาบันพระมหากษัตริย์,0.17857142857142858
const_2495_s_6,const_2495,2495,66,นิติบัญญัติ,0.17857142857142858
const_2495_s_6,const_2495,2495,66,บริหาร,0.35714285714285715
const_2495_s_6,const_2495,2495,66,ตรวจสอบอำนาจรัฐ/ต้านทุจริต,0.14285714285714288
const_2495_s_6,const_2495,2495,66,พรรคการเมืองและการเลือกตั้ง,0.14285714285714288
const_2495_s_7,const_2495,2495,66,สถาบันพระมหากษัตริย์,0.35714285714285715
const_2495_s_7,const_2495,2495,66,ตุลาการ,0.35714285714285715
const_2495_s_7,const_2495,2495,66,ตรวจสอบอำนาจรัฐ/ต้านทุจริต,0.28571428571428575
const_2495_s_8,const_2495,2495,97,อื่น ๆ (emergent),1.0
const_2495_s_106,const_2495,2495,9,นิติบัญญัติ,1.0
const_2495_s_107,const_2495,2495,13,อื่น ๆ (emergent),1.0
const_2495_s_108,const_2495,2495,33,พรรคการเมืองและการเลือกตั้ง,1.0
const_2495_s_109,const_2495,2495,7,นิติบัญญัติ,0.5555555555555556
const_2495_s_109,const_2495,2495,7,พรรคการเมืองและการเลือกตั้ง,0.4444444444444445
const_2495_s_110,const_2495,2495,2,นิติบัญญัติ,0.5555555555555556
const_2495_s_110,const_2495,2495,2,พรรคการเมืองและการเลือกตั้ง,0.4444444444444445
const_2495_s_9,const_2495,2495,97,อื่น ๆ (emergent),1.0
const_2495_s_111,const_2495,2495,44,นิติบัญญัติ,0.5
const_2495_s_111,const_2495,2495,44,บริหาร,0.5
const_2495_s_10,const_2495,2495,97,อื่น ๆ (emergent),1.0
const_2495_s_112,const_2495,2495,11,นิติบัญญัติ,1.0
const_2495_s_113,const_2495,2495,-1,อื่น ๆ (emergent),1.0
const_2495_s_114,const_2495,2495,87,ตุลาการ,1.0
const_2495_s_115,const_2495,2495,5,สถาบันพระมหากษัตริย์,0.35714285714285715
const_2495_s_115,const_2495,2495,5,นิติบัญญัติ,0.35714285714285715
const_2495_s_115,const_2495,2495,5,พรรคการเมืองและการเลือกตั้ง,0.28571428571428575
const_2495_s_116,const_2495,2495,92,สถาบันพระมหากษัตริย์,0.2173913043478261
const_2495_s_116,const_2495,2495,92,สิทธิ-เสรีภาพ-หน้าที่,0.1739130434782609
const_2495_s_116,const_2495,2495,92,นิติบัญญัติ,0.2173913043478261
const_2495_s_116,const_2495,2495,92,บริหาร,0.2173913043478261
const_2495_s_116,const_2495,2495,92,พรรคการเมืองและการเลือกตั้ง,0.1739130434782609
const_2495_s_117,const_2495,2495,92,พรรคการเมืองและการเลือกตั้ง,1.0
const_2495_s_118,const_2495,2495,33,พรรคการเมืองและการเลือกตั้ง,1.0
const_2495_s_119,const_2495,2495,5,นิติบัญญัติ,1.0
const_2495_s_120,const_2495,2495,5,นิติบัญญัติ,0.5555555555555556
const_2495_s_120,const_2495,2495,5,พรรคการเมืองและการเลือกตั้ง,0.4444444444444445
const_2495_s_121,const_2495,2495,77,นิติบัญญัติ,0.3333333333333333
const_2495_s_121,const_2495,2495,77,บริหาร,0.6666666666666666
const_2495_s_122,const_2495,2495,33,นิติบัญญัติ,1.0
const_2495_s_123,const_2495,2495,73,บริหาร,1.0
const_2495_s_11,const_2495,2495,5,บริหาร,1.0
const_2502_s_1,const_2502,2502,70,อื่น ๆ (emergent),1.0
const_2502_s_2,const_2502,2502,6,สถาบันพระมหากษัตริย์,1.0
const_2502_s_3,const_2502,2502,6,สถาบันพระมหากษัตริย์,1.0
const_2502_s_4,const_2502,2502,27,สถาบันพระมหากษัตริย์,1.0
const_2502_s_5,const_2502,2502,56,สถาบันพระมหากษัตริย์,0.2
const_2502_s_5,const_2502,2502,56,นิติบัญญัติ,0.2
const_2502_s_5,const_2502,2502,56,บริหาร,0.4
const_2502_s_5,const_2502,2502,56,ตุลาการ,0.2
const_2502_s_6,const_2502,2502,-1,นิติบัญญัติ,1.0
const_2502_s_7,const_2502,2502,2,สถาบันพระมหากษัตริย์,1.0
const_2502_s_8,const_2502,2502,31,สถาบันพระมหากษัตริย์,1.0
const_2502_s_9,const_2502,2502,51,อื่น ๆ (emergent),1.0
const_2502_s_10,const_2502,2502,74,สถาบันพระมหากษัตริย์,0.5
const_2502_s_10,const_2502,2502,74,นิติบัญญัติ,0.5
const_2502_s_11,const_2502,2502,74,สถาบันพระมหากษัตริย์,0.4285714285714286
const_2502_s_11,const_2502,2502,74,แนวนโยบายแห่งรัฐ,0.5714285714285715
const_2502_s_12,const_2502,2502,35,อื่น ๆ (emergent),1.0
const_2502_s_13,const_2502,2502,16,อื่น ๆ (emergent),1.0
const_2502_s_14,const_2502,2502,20,สถาบันพระมหากษัตริย์,0.2631578947368421
const_2502_s_14,const_2502,2502,20,สิทธิ-เสรีภาพ-หน้าที่,0.2105263157894737
const_2502_s_14,const_2502,2502,20,บริหาร,0.5263157894736842
const_2502_s_15,const_2502,2502,56,สถาบันพระมหากษัตริย์,0.5
const_2502_s_15,const_2502,2502,56,บริหาร,0.5
const_2502_s_16,const_2502,2502,-1,บริหาร,1.0
const_2502_s_17,const_2502,2502,47,บริหาร,1.0
const_2502_s_18,const_2502,2502,45,บริหาร,1.0
const_2502_s_19,const_2502,2502,69,อื่น ๆ (emergent),1.0
const_2502_s_20,const_2502,2502,13,บริหาร,1.0
const_2511_s_1,const_2511,2511,60,อื่น ๆ (emergent),1.0
const_2511_s_2,const_2511,2511,18,สถาบันพระมหากษัตริย์,1.0
const_2511_s_3,const_2511,2511,70,อื่น ๆ (emergent),1.0
const_2511_s_4,const_2511,2511,6,สถาบันพระมหากษัตริย์,1.0
const_2511_s_5,const_2511,2511,64,สถาบันพระมหากษัตริย์,1.0
const_2511_s_6,const_2511,2511,-1,สถาบันพระมหากษัตริย์,1.0
const_2511_s_7,const_2511,2511,76,สถาบันพระมหากษัตริย์,0.5
const_2511_s_7,const_2511,2511,76,นิติบัญญัติ,0.5
const_2511_s_8,const_2511,2511,76,สถาบันพระมหากษัตริย์,0.5
const_2511_s_8,const_2511,2511,76,บริหาร,0.5
const_2511_s_9,const_2511,2511,76,สถาบันพระมหากษัตริย์,0.5
const_2511_s_9,const_2511,2511,76,ตุลาการ,0.5
const_2511_s_10,const_2511,2511,6,สถาบันพระมหากษัตริย์,1.0
const_2511_s_11,const_2511,2511,80,สถาบันพระมหากษัตริย์,1.0
const_2511_s_12,const_2511,2511,34,สถาบันพระมหากษัตริย์,1.0
const_2511_s_13,const_2511,2511,34,สถาบันพระมหากษัตริย์,0.5
const_2511_s_13,const_2511,2511,34,นิติบัญญัติ,0.5
const_2511_s_14,const_2511,2511,81,สถาบันพระมหากษัตริย์,0.5
const_2511_s_14,const_2511,2511,81,บริหาร,0.5
const_2511_s_15,const_2511,2511,53,สถาบันพระมหากษัตริย์,1.0
const_2511_s_16,const_2511,2511,28,สถาบันพระมหากษัตริย์,1.0
const_2511_s_17,const_2511,2511,29,ตรวจสอบอำนาจรัฐ/ต้านทุจริต,1.0
const_2511_s_18,const_2511,2511,8,สถาบันพระมหากษัตริย์,0.3333333333333333
const_2511_s_18,const_2511,2511,8,นิติบัญญัติ,0.3333333333333333
const_2511_s_18,const_2511,2511,8,บริหาร,0.3333333333333333
const_2511_s_19,const_2511,2511,8,สถาบันพระมหากษัตริย์,0.46153846153846156
const_2511_s_19,const_2511,2511,8,แนวนโยบายแห่งรัฐ,0.3076923076923077
const_2511_s_19,const_2511,2511,8,นิติบัญญัติ,0.23076923076923078
const_2511_s_20,const_2511,2511,8,สถาบันพระมหากษัตริย์,1.0
const_2511_s_21,const_2511,2511,58,สถาบันพระมหากษัตริย์,0.5
const_2511_s_21,const_2511,2511,58,นิติบัญญัติ,0.5
const_2511_s_22,const_2511,2511,75,สถาบันพระมหากษัตริย์,0.5
const_2511_s_22,const_2511,2511,75,นิติบัญญัติ,0.5
const_2511_s_23,const_2511,2511,8,สถาบันพระมหากษัตริย์,0.6666666666666666
const_2511_s_23,const_2511,2511,8,นิติบัญญัติ,0.3333333333333333
const_2511_s_24,const_2511,2511,6,อื่น ๆ (emergent),1.0
const_2511_s_25,const_2511,2511,-1,อื่น ๆ (emergent),1.0
const_2511_s_26,const_2511,2511,99,สิทธิ-เสรีภาพ-หน้าที่,0.5454545454545454
const_2511_s_26,const_2511,2511,99,แนวนโยบายแห่งรัฐ,0.4545454545454545
const_2511_s_27,const_2511,2511,25,อื่น ๆ (emergent),1.0
const_2511_s_28,const_2511,2511,14,สิทธิ-เสรีภาพ-หน้าที่,1.0
const_2511_s_29,const_2511,2511,14,สิทธิ-เสรีภาพ-หน้าที่,0.6153846153846154
const_2511_s_29,const_2511,2511,14,ตุลาการ,0.3846153846153846
const_2511_s_30,const_2511,2511,22,อื่น ๆ (emergent),1.0
const_2511_s_31,const_2511,2511,43,สิทธิ-เสรีภาพ-หน้าที่,1.0
const_2511_s_32,const_2511,2511,55,สิทธิ-เสรีภาพ-หน้าที่,0.375
const_2511_s_32,const_2511,2511,55,แนวนโยบายแห่งรัฐ,0.625
const_2511_s_33,const_2511,2511,12,สิทธิ-เสรีภาพ-หน้าที่,0.375
const_2511_s_33,const_2511,2511,12,แนวนโยบายแห่งรัฐ,0.625
const_2511_s_34,const_2511,2511,59,สิทธิ-เสรีภาพ-หน้าที่,1.0
const_2511_s_35,const_2511,2511,22,สิทธิ-เสรีภาพ-หน้าที่,1.0
const_2511_s_36,const_2511,2511,1,สิทธิ-เสรีภาพ-หน้าที่,1.0
const_2511_s_37,const_2511,2511,-1,สิทธิ-เสรีภาพ-หน้าที่,1.0
const_2511_s_38,const_2511,2511,43,สิทธิ-เสรีภาพ-หน้าที่,1.0
const_2511_s_39,const_2511,2511,12,สิทธิ-เสรีภาพ-หน้าที่,1.0
const_2511_s_40,const_2511,2511,1,สิทธิ-เสรีภาพ-หน้าที่,1.0
const_2511_s_41,const_2511,2511,28,สิทธิ-เสรีภาพ-หน้าที่,1.0
const_2511_s_42,const_2511,2511,1,สิทธิ-เสรีภาพ-หน้าที่,1.0
const_2511_s_43,const_2511,2511,-1,สิทธิ-เสรีภาพ-หน้าที่,0.4444444444444445
const_2511_s_43,const_2511,2511,-1,ท้องถิ่น,0.5555555555555556
const_2511_s_44,const_2511,2511,1,สิทธิ-เสรีภาพ-หน้าที่,1.0
const_2511_s_45,const_2511,2511,64,อื่น ๆ (emergent),1.0
const_2511_s_46,const_2511,2511,-1,อื่น ๆ (emergent),1.0
const_2511_s_47,const_2511,2511,18,อื่น ๆ (emergent),1.0
const_2511_s_48,const_2511,2511,-1,อื่น ๆ (emergent),1.0
const_2511_s_49,const_2511,2511,-1,สิทธิ-เสรีภาพ-หน้าที่,0.3076923076923077
const_2511_s_49,const_2511,2511,-1,การมีส่วนร่วมทางการเมือง,0.3846153846153846
const_2511_s_49,const_2511,2511,-1,พรรคการเมืองและการเลือกตั้ง,0.3076923076923077
const_2511_s_50,const_2511,2511,37,อื่น ๆ (emergent),1.0
const_2511_s_51,const_2511,2511,41,อื่น ๆ (emergent),1.0
const_2511_s_52,const_2511,2511,28,อื่น ๆ (emergent),1.0
const_2511_s_53,const_2511,2511,-1,สิทธิ-เสรีภาพ-หน้าที่,0.25531914893617025
const_2511_s_53,const_2511,2511,-1,แนวนโยบายแห่งรัฐ,0.425531914893617
const_2511_s_53,const_2511,2511,-1,บริหาร,0.3191489361702128
const_2511_s_54,const_2511,2511,-1,แนวนโยบายแห่งรัฐ,1.0
const_2511_s_55,const_2511,2511,-1,แนวนโยบายแห่งรัฐ,1.0
const_2511_s_56,const_2511,2511,24,แนวนโยบายแห่งรัฐ,1.0
const_2511_s_57,const_2511,2511,-1,อื่น ๆ (emergent),1.0
const_2511_s_58,const_2511,2511,22,อื่น ๆ (emergent),1.0
const_2511_s_59,const_2511,2511,59,แนวนโยบายแห่งรัฐ,1.0
const_2511_s_60,const_2511,2511,59,แนวนโยบายแห่งรัฐ,1.0
const_2511_s_61,const_2511,2511,41,อื่น ๆ (emergent),1.0
const_2511_s_62,const_2511,2511,-1,แนวนโยบายแห่งรัฐ,1.0
const_2511_s_63,const_2511,2511,15,แนวนโยบายแห่งรัฐ,1.0
const_2511_s_64,const_2511,2511,-1,แนวนโยบายแห่งรัฐ,1.0
const_2511_s_65,const_2511,2511,-1,แนวนโยบายแห่งรัฐ,1.0
const_2511_s_66,const_2511,2511,37,อื่น ๆ (emergent),1.0
const_2511_s_67,const_2511,2511,24,แนวนโยบายแห่งรัฐ,1.0
const_2511_s_68,const_2511,2511,15,แนวนโยบายแห่งรัฐ,1.0
const_2511_s_69,const_2511,2511,-1,แนวนโยบายแห่งรัฐ,1.0
const_2511_s_70,const_2511,2511,-1,แนวนโยบายแห่งรัฐ,0.4
const_2511_s_70,const_2511,2511,-1,ท้องถิ่น,0.6000000000000001
const_2511_s_71,const_2511,2511,90,นิติบัญญัติ,1.0
const_2511_s_72,const_2511,2511,30,นิติบัญญัติ,1.0
const_2511_s_73,const_2511,2511,83,นิติบัญญัติ,1.0
const_2511_s_74,const_2511,2511,46,นิติบัญญัติ,1.0
const_2511_s_75,const_2511,2511,84,สถาบันพระมหากษัตริย์,0.3333333333333333
const_2511_s_75,const_2511,2511,84,นิติบัญญัติ,0.3333333333333333
const_2511_s_75,const_2511,2511,84,บริหาร,0.3333333333333333
const_2511_s_76,const_2511,2511,69,นิติบัญญัติ,1.0
const_2511_s_77,const_2511,2511,3,สิทธิ-เสรีภาพ-หน้าที่,0.4444444444444445
const_2511_s_77,const_2511,2511,3,นิติบัญญัติ,0.5555555555555556
const_2511_s_78,const_2511,2511,19,สถาบันพระมหากษัตริย์,0.5
const_2511_s_78,const_2511,2511,19,นิติบัญญัติ,0.5
const_2511_s_79,const_2511,2511,2,สถาบันพระมหากษัตริย์,0.5
const_2511_s_79,const_2511,2511,2,นิติบัญญัติ,0.5
const_2511_s_80,const_2511,2511,7,นิติบัญญัติ,1.0
const_2511_s_81,const_2511,2511,2,สถาบันพระมหากษัตริย์,0.5
const_2511_s_81,const_2511,2511,2,นิติบัญญัติ,0.5
const_2511_s_82,const_2511,2511,-1,พรรคการเมืองและการเลือกตั้ง,1.0
const_2511_s_83,const_2511,2511,48,พรรคการเมืองและการเลือกตั้ง,1.0
const_2511_s_84,const_2511,2511,26,สิทธิ-เสรีภาพ-หน้าที่,0.5
const_2511_s_84,const_2511,2511,26,พรรคการเมืองและการเลือกตั้ง,0.5
const_2511_s_85,const_2511,2511,26,สิทธิ-เสรีภาพ-หน้าที่,0.5
const_2511_s_85,const_2511,2511,26,พรรคการเมืองและการเลือกตั้ง,0.5
const_2511_s_86,const_2511,2511,60,สิทธิ-เสรีภาพ-หน้าที่,0.3076923076923077
const_2511_s_86,const_2511,2511,60,ตุลาการ,0.3846153846153846
const_2511_s_86,const_2511,2511,60,พรรคการเมืองและการเลือกตั้ง,0.3076923076923077
const_2511_s_87,const_2511,2511,7,สิทธิ-เสรีภาพ-หน้าที่,0.3076923076923077
const_2511_s_87,const_2511,2511,7,ตุลาการ,0.3846153846153846
const_2511_s_87,const_2511,2511,7,พรรคการเมืองและการเลือกตั้ง,0.3076923076923077
const_2511_s_88,const_2511,2511,26,พรรคการเมืองและการเลือกตั้ง,0.375
const_2511_s_88,const_2511,2511,26,จริยธรรมทางการเมือง,0.625
const_2511_s_89,const_2511,2511,7,สิทธิ-เสรีภาพ-หน้าที่,0.1739130434782609
const_2511_s_89,const_2511,2511,7,ตุลาการ,0.2173913043478261
const_2511_s_89,const_2511,2511,7,ท้องถิ่น,0.4347826086956522
const_2511_s_89,const_2511,2511,7,พรรคการเมืองและการเลือกตั้ง,0.1739130434782609
const_2511_s_90,const_2511,2511,1,พรรคการเมืองและการเลือกตั้ง,1.0
const_2511_s_91,const_2511,2511,-1,นิติบัญญัติ,1.0
const_2511_s_92,const_2511,2511,32,พรรคการเมืองและการเลือกตั้ง,1.0
const_2511_s_93,const_2511,2511,32,สถาบันพระมหากษัตริย์,0.5555555555555556
const_2511_s_93,const_2511,2511,32,พรรคการเมืองและการเลือกตั้ง,0.4444444444444445
const_2511_s_94,const_2511,2511,39,นิติบัญญัติ,1.0
const_2511_s_95,const_2511,2511,7,อื่น ๆ (emergent),1.0
const_2511_s_96,const_2511,2511,2,พรรคการเมืองและการเลือกตั้ง,1.0
const_2511_s_97,const_2511,2511,82,สิทธิ-เสรีภาพ-หน้าที่,0.4444444444444445
const_2511_s_97,const_2511,2511,82,นิติบัญญัติ,0.5555555555555556
const_2511_s_98,const_2511,2511,58,สิทธิ-เสรีภาพ-หน้าที่,0.4444444444444445
const_2511_s_98,const_2511,2511,58,นิติบัญญัติ,0.5555555555555556
const_2511_s_99,const_2511,2511,23,สถาบันพระมหากษัตริย์,0.5
const_2511_s_99,const_2511,2511,23,นิติบัญญัติ,0.5
const_2511_s_100,const_2511,2511,65,นิติบัญญัติ,1.0
const_2511_s_101,const_2511,2511,30,นิติบัญญัติ,1.0
const_2511_s_102,const_2511,2511,31,นิติบัญญัติ,0.5555555555555556
const_2511_s_102,const_2511,2511,31,พรรคการเมืองและการเลือกตั้ง,0.4444444444444445
const_2511_s_103,const_2511,2511,17,นิติบัญญัติ,1.0
const_2511_s_104,const_2511,2511,11,อื่น ๆ (emergent),1.0
const_2511_s_105,const_2511,2511,35,นิติบัญญัติ,1.0
const_2511_s_106,const_2511,2511,90,นิติบัญญัติ,1.0
const_2511_s_107,const_2511,2511,39,นิติบัญญัติ,1.0
const_2511_s_108,const_2511,2511,95,นิติบัญญัติ,0.5555555555555556
const_2511_s_108,const_2511,2511,95,พรรคการเมืองและการเลือกตั้ง,0.4444444444444445
const_2511_s_109,const_2511,2511,-1,สถาบันพระมหากษัตริย์,1.0
const_2511_s_110,const_2511,2511,93,สถาบันพระมหากษัตริย์,0.5
const_2511_s_110,const_2511,2511,93,นิติบัญญัติ,0.5
const_2511_s_111,const_2511,2511,-1,สถาบันพระมหากษัตริย์,0.30000000000000004
const_2511_s_111,const_2511,2511,-1,แนวนโยบายแห่งรัฐ,0.4
const_2511_s_111,const_2511,2511,-1,นิติบัญญัติ,0.30000000000000004
const_2511_s_112,const_2511,2511,71,สิทธิ-เสรีภาพ-หน้าที่,0.28571428571428575
const_2511_s_112,const_2511,2511,71,นิติบัญญัติ,0.7142857142857143
const_2511_s_113,const_2511,2511,-1,นิติบัญญัติ,1.0
const_2511_s_114,const_2511,2511,16,นิติบัญญัติ,1.0
const_2511_s_115,const_2511,2511,16,นิติบัญญัติ,0.5
const_2511_s_115,const_2511,2511,16,ตุลาการ,0.5
const_2511_s_116,const_2511,2511,16,นิติบัญญัติ,0.5
const_2511_s_116,const_2511,2511,16,ตุลาการ,0.5
const_2511_s_117,const_2511,2511,42,นิติบัญญัติ,0.5
const_2511_s_117,const_2511,2511,42,บริหาร,0.5
const_2511_s_118,const_2511,2511,-1,นิติบัญญัติ,0.5
const_2511_s_118,const_2511,2511,-1,บริหาร,0.5
const_2511_s_119,const_2511,2511,36,นิติบัญญัติ,1.0
const_2511_s_120,const_2511,2511,54,นิติบัญญัติ,1.0
const_2511_s_121,const_2511,2511,-1,นิติบัญญัติ,1.0
const_2511_s_122,const_2511,2511,-1,สถาบันพระมหากษัตริย์,0.5
const_2511_s_122,const_2511,2511,-1,นิติบัญญัติ,0.5
const_2511_s_123,const_2511,2511,-1,อื่น ๆ (emergent),1.0
const_2511_s_124,const_2511,2511,86,นิติบัญญัติ,1.0
const_2511_s_125,const_2511,2511,100,นิติบัญญัติ,1.0
const_2511_s_126,const_2511,2511,57,สิทธิ-เสรีภาพ-หน้าที่,0.28571428571428575
const_2511_s_126,const_2511,2511,57,นิติบัญญัติ,0.35714285714285715
const_2511_s_126,const_2511,2511,57,บริหาร,0.35714285714285715
const_2511_s_127,const_2511,2511,52,สิทธิ-เสรีภาพ-หน้าที่,0.2105263157894737
const_2511_s_127,const_2511,2511,52,นิติบัญญัติ,0.2631578947368421
const_2511_s_127,const_2511,2511,52,บริหาร,0.5263157894736842
const_2511_s_128,const_2511,2511,52,สิทธิ-เสรีภาพ-หน้าที่,0.2105263157894737
const_2511_s_128,const_2511,2511,52,นิติบัญญัติ,0.5263157894736842
const_2511_s_128,const_2511,2511,52,บริหาร,0.2631578947368421
const_2511_s_129,const_2511,2511,88,นิติบัญญัติ,0.6666666666666666
const_2511_s_129,const_2511,2511,88,บริหาร,0.3333333333333333
const_2511_s_130,const_2511,2511,17,นิติบัญญัติ,0.5
const_2511_s_130,const_2511,2511,17,บริหาร,0.5
const_2511_s_131,const_2511,2511,85,นิติบัญญัติ,1.0
const_2511_s_132,const_2511,2511,17,อื่น ๆ (emergent),1.0
const_2511_s_133,const_2511,2511,51,นิติบัญญัติ,1.0
const_2511_s_134,const_2511,2511,89,สถาบันพระมหากษัตริย์,0.5
const_2511_s_134,const_2511,2511,89,นิติบัญญัติ,0.25
const_2511_s_134,const_2511,2511,89,บริหาร,0.25
const_2511_s_135,const_2511,2511,39,นิติบัญญัติ,1.0
const_2511_s_136,const_2511,2511,5,นิติบัญญัติ,1.0
const_2511_s_137,const_2511,2511,20,สถาบันพระมหากษัตริย์,0.25
const_2511_s_137,const_2511,2511,20,นิติบัญญัติ,0.25
const_2511_s_137,const_2511,2511,20,บริหาร,0.5
const_2511_s_138,const_2511,2511,53,สถาบันพระมหากษัตริย์,0.5
const_2511_s_138,const_2511,2511,53,บริหาร,0.5
const_2511_s_139,const_2511,2511,69,นิติบัญญัติ,0.5
const_2511_s_139,const_2511,2511,69,บริหาร,0.5
const_2511_s_140,const_2511,2511,91,สิทธิ-เสรีภาพ-หน้าที่,0.2105263157894737
const_2511_s_140,const_2511,2511,91,นิติบัญญัติ,0.5263157894736842
const_2511_s_140,const_2511,2511,91,บริหาร,0.2631578947368421
const_2511_s_141,const_2511,2511,23,นิติบัญญัติ,0.3333333333333333
const_2511_s_141,const_2511,2511,23,บริหาร,0.6666666666666666
const_2511_s_142,const_2511,2511,40,นิติบัญญัติ,0.3333333333333333
